"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: name"
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"0,051022","0,000758","us/op",test1
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"0,209385","0,000865","us/op",test2
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"4,530535","0,015530","us/op",test3
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"4,558272","0,020042","us/op",test4
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"4,774101","0,033757","us/op",test5
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"2,294843","0,029883","us/op",test6
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"1,413834","0,122467","us/op",test7
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"6,321803","0,059324","us/op",test8
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"2,893808","0,064944","us/op",test9
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"0,285106","0,011326","us/op",test10
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"379,210286","18,320712","us/op",test11
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"21,986054","0,726138","us/op",test12
"com.almondtools.regexbench.JRegexMatcherFindBenchmark.benchmarkFind","avgt",1,10,"1,643762","0,038493","us/op",test1
"com.almondtools.regexbench.JRegexMatcherFindBenchmark.benchmarkFind","avgt",1,10,"7,638179","0,057738","us/op",test2
"com.almondtools.regexbench.JRegexMatcherFindBenchmark.benchmarkFind","avgt",1,10,"104,701412","0,677474","us/op",test3
"com.almondtools.regexbench.JRegexMatcherFindBenchmark.benchmarkFind","avgt",1,10,"93,900505","0,576945","us/op",test4
"com.almondtools.regexbench.JRegexMatcherFindBenchmark.benchmarkFind","avgt",1,10,"4,980902","0,082480","us/op",test5
"com.almondtools.regexbench.JRegexMatcherFindBenchmark.benchmarkFind","avgt",1,10,"2,667382","0,039990","us/op",test6
"com.almondtools.regexbench.JRegexMatcherFindBenchmark.benchmarkFind","avgt",1,10,"3,413449","0,022369","us/op",test7
"com.almondtools.regexbench.JRegexMatcherFindBenchmark.benchmarkFind","avgt",1,10,"28,422973","0,110720","us/op",test8
"com.almondtools.regexbench.JRegexMatcherFindBenchmark.benchmarkFind","avgt",1,10,"35,679872","0,303278","us/op",test9
"com.almondtools.regexbench.JRegexMatcherFindBenchmark.benchmarkFind","avgt",1,10,"2088,371568","24,123787","us/op",test10
"com.almondtools.regexbench.JRegexMatcherFindBenchmark.benchmarkFind","avgt",1,9,"3239,620650","271,565827","us/op",test11
"com.almondtools.regexbench.JRegexMatcherFindBenchmark.benchmarkFind","avgt",1,10,"478,706800","3,272371","us/op",test12
"com.almondtools.regexbench.JdkMatcherFindBenchmark.benchmarkFind","avgt",1,10,"0,416018","0,010847","us/op",test1
