"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: name"
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"0,051022","0,000758","us/op",test1
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"0,209385","0,000865","us/op",test2
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"4,530535","0,015530","us/op",test3
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"4,558272","0,020042","us/op",test4
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"4,774101","0,033757","us/op",test5
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"2,294843","0,029883","us/op",test6
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"1,413834","0,122467","us/op",test7
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"6,321803","0,059324","us/op",test8
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"2,893808","0,064944","us/op",test9
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"0,285106","0,011326","us/op",test10
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"379,210286","18,320712","us/op",test11
"com.almondtools.regexbench.BricsMatcherFindBenchmark.benchmarkFind","avgt",1,10,"21,986054","0,726138","us/op",test12
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"357,679590","13,133251","us/op",test1
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"409,356453","122,497572","us/op",test2
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"474,874962","260,369756","us/op",test3
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"430,950221","134,366121","us/op",test4
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"140,690623","0,465508","us/op",test5
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"147,506535","3,541010","us/op",test6
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"73,071065","1,264197","us/op",test7
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"848,227482","247,498432","us/op",test8
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"1511,108758","734,253541","us/op",test9
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"10388,943829","1298,383586","us/op",test10
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"2000,428068","657,632036","us/op",test11
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"725,236842","303,362957","us/op",test12
"com.almondtools.regexbench.JRegexMatcherFindBenchmark.benchmarkFind","avgt",1,10,"1,643762","0,038493","us/op",test1
