"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: name"
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"357,679590","13,133251","us/op",test1
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"409,356453","122,497572","us/op",test2
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"474,874962","260,369756","us/op",test3
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"430,950221","134,366121","us/op",test4
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"140,690623","0,465508","us/op",test5
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"147,506535","3,541010","us/op",test6
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"73,071065","1,264197","us/op",test7
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"848,227482","247,498432","us/op",test8
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"1511,108758","734,253541","us/op",test9
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"10388,943829","1298,383586","us/op",test10
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"2000,428068","657,632036","us/op",test11
"com.almondtools.regexbench.BricsMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"725,236842","303,362957","us/op",test12
"com.almondtools.regexbench.JRegexMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"0,568829","0,049140","us/op",test1
"com.almondtools.regexbench.JRegexMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"0,536105","0,003133","us/op",test2
"com.almondtools.regexbench.JRegexMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"0,532423","0,003353","us/op",test3
"com.almondtools.regexbench.JRegexMatcherPrepareBenchmark.benchmarkPrepare","avgt",1,10,"0,543515","0,022649","us/op",test4
