"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: name"
"com.almondtools.regexbench.BricsBenchmark.benchmarkFind","avgt",1,10,"0,052115","0,002320","us/op",test1
"com.almondtools.regexbench.BricsBenchmark.benchmarkFind","avgt",1,10,"0,213416","0,012983","us/op",test2
"com.almondtools.regexbench.BricsBenchmark.benchmarkFind","avgt",1,10,"4,905760","0,387482","us/op",test3
"com.almondtools.regexbench.BricsBenchmark.benchmarkFind","avgt",1,10,"4,795926","0,287481","us/op",test4
"com.almondtools.regexbench.BricsBenchmark.benchmarkFind","avgt",1,10,"4,801387","0,032587","us/op",test5
"com.almondtools.regexbench.BricsBenchmark.benchmarkFind","avgt",1,10,"2,276866","0,027621","us/op",test6
"com.almondtools.regexbench.BricsBenchmark.benchmarkFind","avgt",1,10,"1,339622","0,024005","us/op",test7
"com.almondtools.regexbench.BricsBenchmark.benchmarkFind","avgt",1,10,"6,120617","0,025039","us/op",test8
"com.almondtools.regexbench.BricsBenchmark.benchmarkFind","avgt",1,10,"2,796292","0,014327","us/op",test9
"com.almondtools.regexbench.BricsBenchmark.benchmarkFind","avgt",1,10,"0,285667","0,036180","us/op",test10
"com.almondtools.regexbench.BricsBenchmark.benchmarkFind","avgt",1,10,"386,610543","2,174112","us/op",test11
"com.almondtools.regexbench.BricsBenchmark.benchmarkFind","avgt",1,10,"20,725579","0,056745","us/op",test12
"com.almondtools.regexbench.JRegexBenchmark.benchmarkFind","avgt",1,10,"1,640843","0,022970","us/op",test1
"com.almondtools.regexbench.JRegexBenchmark.benchmarkFind","avgt",1,10,"7,667405","0,043274","us/op",test2
"com.almondtools.regexbench.JRegexBenchmark.benchmarkFind","avgt",1,10,"106,390485","3,034270","us/op",test3
"com.almondtools.regexbench.JRegexBenchmark.benchmarkFind","avgt",1,10,"98,928048","3,365853","us/op",test4
"com.almondtools.regexbench.JRegexBenchmark.benchmarkFind","avgt",1,10,"5,315582","0,631725","us/op",test5
"com.almondtools.regexbench.JRegexBenchmark.benchmarkFind","avgt",1,10,"2,844780","0,236762","us/op",test6
"com.almondtools.regexbench.JRegexBenchmark.benchmarkFind","avgt",1,10,"3,502542","0,076457","us/op",test7
"com.almondtools.regexbench.JRegexBenchmark.benchmarkFind","avgt",1,10,"28,751967","0,275867","us/op",test8
"com.almondtools.regexbench.JRegexBenchmark.benchmarkFind","avgt",1,10,"35,727314","0,250971","us/op",test9
"com.almondtools.regexbench.JRegexBenchmark.benchmarkFind","avgt",1,10,"2096,726228","44,648023","us/op",test10
"com.almondtools.regexbench.JRegexBenchmark.benchmarkFind","avgt",1,9,"3128,194004","30,006314","us/op",test11
"com.almondtools.regexbench.JRegexBenchmark.benchmarkFind","avgt",1,10,"473,644411","3,064481","us/op",test12
"com.almondtools.regexbench.JdkBenchmark.benchmarkFind","avgt",1,10,"0,469747","0,003259","us/op",test1
"com.almondtools.regexbench.JdkBenchmark.benchmarkFind","avgt",1,10,"2,216662","0,020311","us/op",test2
"com.almondtools.regexbench.JdkBenchmark.benchmarkFind","avgt",1,10,"26,897734","1,627167","us/op",test3
"com.almondtools.regexbench.JdkBenchmark.benchmarkFind","avgt",1,10,"24,641507","0,135127","us/op",test4
"com.almondtools.regexbench.JdkBenchmark.benchmarkFind","avgt",1,10,"5,452115","0,183521","us/op",test5
"com.almondtools.regexbench.JdkBenchmark.benchmarkFind","avgt",1,10,"5,740530","0,516701","us/op",test6
"com.almondtools.regexbench.JdkBenchmark.benchmarkFind","avgt",1,10,"0,448322","0,049857","us/op",test7
"com.almondtools.regexbench.JdkBenchmark.benchmarkFind","avgt",1,10,"10,985108","0,501617","us/op",test8
