"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: name"
"com.almondtools.regexbench.BricsBenchmark.benchmarkPrepare","avgt",1,10,"552,057303","174,161897","us/op",test1
"com.almondtools.regexbench.BricsBenchmark.benchmarkPrepare","avgt",1,10,"293,646512","6,138761","us/op",test2
"com.almondtools.regexbench.BricsBenchmark.benchmarkPrepare","avgt",1,10,"291,956404","4,341318","us/op",test3
"com.almondtools.regexbench.BricsBenchmark.benchmarkPrepare","avgt",1,10,"416,890785","78,219090","us/op",test4
"com.almondtools.regexbench.BricsBenchmark.benchmarkPrepare","avgt",1,10,"138,867488","3,968127","us/op",test5
"com.almondtools.regexbench.BricsBenchmark.benchmarkPrepare","avgt",1,10,"142,923463","8,844901","us/op",test6
"com.almondtools.regexbench.BricsBenchmark.benchmarkPrepare","avgt",1,10,"115,063619","2,575487","us/op",test7
"com.almondtools.regexbench.BricsBenchmark.benchmarkPrepare","avgt",1,10,"1356,876296","1240,959022","us/op",test8
"com.almondtools.regexbench.BricsBenchmark.benchmarkPrepare","avgt",1,10,"913,852978","93,350237","us/op",test9
"com.almondtools.regexbench.BricsBenchmark.benchmarkPrepare","avgt",1,10,"10830,064487","1207,839397","us/op",test10
"com.almondtools.regexbench.BricsBenchmark.benchmarkPrepare","avgt",1,10,"1853,108792","533,654591","us/op",test11
"com.almondtools.regexbench.BricsBenchmark.benchmarkPrepare","avgt",1,10,"1244,690219","573,255682","us/op",test12
"com.almondtools.regexbench.JRegexBenchmark.benchmarkPrepare","avgt",1,10,"0,545872","0,009172","us/op",test1
"com.almondtools.regexbench.JRegexBenchmark.benchmarkPrepare","avgt",1,10,"0,545091","0,005388","us/op",test2
"com.almondtools.regexbench.JRegexBenchmark.benchmarkPrepare","avgt",1,10,"0,546526","0,010232","us/op",test3
"com.almondtools.regexbench.JRegexBenchmark.benchmarkPrepare","avgt",1,10,"0,543787","0,005874","us/op",test4
"com.almondtools.regexbench.JRegexBenchmark.benchmarkPrepare","avgt",1,10,"0,254545","0,001749","us/op",test5
"com.almondtools.regexbench.JRegexBenchmark.benchmarkPrepare","avgt",1,10,"0,262746","0,004379","us/op",test6
"com.almondtools.regexbench.JRegexBenchmark.benchmarkPrepare","avgt",1,10,"0,533813","0,006371","us/op",test7
"com.almondtools.regexbench.JRegexBenchmark.benchmarkPrepare","avgt",1,10,"2,591989","0,165607","us/op",test8
"com.almondtools.regexbench.JRegexBenchmark.benchmarkPrepare","avgt",1,10,"1,306160","0,008834","us/op",test9
"com.almondtools.regexbench.JRegexBenchmark.benchmarkPrepare","avgt",1,10,"117,009645","1,191738","us/op",test10
"com.almondtools.regexbench.JRegexBenchmark.benchmarkPrepare","avgt",1,9,"1,111799","0,015225","us/op",test11
"com.almondtools.regexbench.JRegexBenchmark.benchmarkPrepare","avgt",1,10,"1,375055","0,035404","us/op",test12
"com.almondtools.regexbench.JdkBenchmark.benchmarkPrepare","avgt",1,10,"0,418435","0,008070","us/op",test1
"com.almondtools.regexbench.JdkBenchmark.benchmarkPrepare","avgt",1,10,"0,415930","0,003004","us/op",test2
"com.almondtools.regexbench.JdkBenchmark.benchmarkPrepare","avgt",1,10,"0,405470","0,004089","us/op",test3
"com.almondtools.regexbench.JdkBenchmark.benchmarkPrepare","avgt",1,10,"0,428518","0,002038","us/op",test4
"com.almondtools.regexbench.JdkBenchmark.benchmarkPrepare","avgt",1,10,"0,125516","0,000570","us/op",test5
"com.almondtools.regexbench.JdkBenchmark.benchmarkPrepare","avgt",1,10,"0,132971","0,003470","us/op",test6
"com.almondtools.regexbench.JdkBenchmark.benchmarkPrepare","avgt",1,10,"0,325843","0,001628","us/op",test7
"com.almondtools.regexbench.JdkBenchmark.benchmarkPrepare","avgt",1,10,"0,648325","0,031270","us/op",test8
"com.almondtools.regexbench.JdkBenchmark.benchmarkPrepare","avgt",1,10,"0,500388","0,004448","us/op",test9
"com.almondtools.regexbench.JdkBenchmark.benchmarkPrepare","avgt",1,10,"61,069580","0,492793","us/op",test10
"com.almondtools.regexbench.JdkBenchmark.benchmarkPrepare","avgt",1,9,"0,561207","0,005740","us/op",test11
"com.almondtools.regexbench.JdkBenchmark.benchmarkPrepare","avgt",1,10,"1,122206","0,091602","us/op",test12
"com.almondtools.regexbench.PSMatchBenchmark.benchmarkPrepare","avgt",1,10,"304,851492","1,673537","us/op",test1
"com.almondtools.regexbench.PSMatchBenchmark.benchmarkPrepare","avgt",1,10,"315,254996","3,455709","us/op",test2
"com.almondtools.regexbench.PSMatchBenchmark.benchmarkPrepare","avgt",1,10,"308,933657","1,770008","us/op",test3
"com.almondtools.regexbench.PSMatchBenchmark.benchmarkPrepare","avgt",1,10,"316,351356","1,964787","us/op",test4
"com.almondtools.regexbench.PSMatchBenchmark.benchmarkPrepare","avgt",1,10,"38,158773","0,200451","us/op",test5
"com.almondtools.regexbench.PSMatchBenchmark.benchmarkPrepare","avgt",1,10,"38,951055","1,195238","us/op",test6
"com.almondtools.regexbench.PSMatchBenchmark.benchmarkPrepare","avgt",1,10,"205,503884","5,954147","us/op",test7
"com.almondtools.regexbench.PSMatchBenchmark.benchmarkPrepare","avgt",1,10,"1390,420228","8,305270","us/op",test8
"com.almondtools.regexbench.PSMatchBenchmark.benchmarkPrepare","avgt",1,10,"1037,457741","16,276233","us/op",test9
"com.almondtools.regexbench.PSMatchBenchmark.benchmarkPrepare","avgt",1,10,"405552,340700","2202,462528","us/op",test10
"com.almondtools.regexbench.PSMatchBenchmark.benchmarkPrepare","avgt",1,10,"583,685996","2,587676","us/op",test11
"com.almondtools.regexbench.PSMatchBenchmark.benchmarkPrepare","avgt",1,10,"924,358971","7,499319","us/op",test12
"com.almondtools.regexbench.PSSearchBenchmark.benchmarkPrepare","avgt",1,10,"1650,532274","101,187926","us/op",test1
"com.almondtools.regexbench.PSSearchBenchmark.benchmarkPrepare","avgt",1,10,"1626,575539","34,704089","us/op",test2
"com.almondtools.regexbench.PSSearchBenchmark.benchmarkPrepare","avgt",1,10,"1651,147528","73,619326","us/op",test3
"com.almondtools.regexbench.PSSearchBenchmark.benchmarkPrepare","avgt",1,10,"1682,016793","133,019539","us/op",test4
"com.almondtools.regexbench.PSSearchBenchmark.benchmarkPrepare","avgt",1,10,"592,094343","3,983797","us/op",test5
"com.almondtools.regexbench.PSSearchBenchmark.benchmarkPrepare","avgt",1,10,"601,304130","7,520493","us/op",test6
"com.almondtools.regexbench.PSSearchBenchmark.benchmarkPrepare","avgt",1,10,"1798,053135","36,759626","us/op",test7
"com.almondtools.regexbench.PSSearchBenchmark.benchmarkPrepare","avgt",1,10,"8428,131963","109,528383","us/op",test8
"com.almondtools.regexbench.PSSearchBenchmark.benchmarkPrepare","avgt",1,10,"8306,721437","237,295056","us/op",test9
"com.almondtools.regexbench.PSSearchBenchmark.benchmarkPrepare","avgt",1,10,"1129417,207200","16076,589677","us/op",test10
"com.almondtools.regexbench.PSSearchBenchmark.benchmarkPrepare","avgt",1,10,"4335,772275","72,586218","us/op",test11
